anchor_id,positive_id,negative_id
eccDNABase_000531034,eccDNABase_000063649,eccDNABase_000585923
eccDNABase_000798776,eccDNABase_000677888,eccDNABase_000011655
eccDNABase_000012450,eccDNABase_000512413,eccDNABase_000644968
CircleBaseV2_002870586,CircleBaseV2_003032651,eccDNABase_000015096
CircleBaseV2_002916386,eccDNABase_000016299,eccDNABase_000653012
eccDNABase_000838376,eccDNABase_000790054,eccDNABase_000443474
CircleBaseV2_001982207,eccDNABase_000531093,CircleBaseV2_000052528
eccDNABase_000612262,eccDNABase_000808977,CircleBaseV2_003054372
eccDNABase_000689905,eccDNABase_000623891,eccDNABase_000472525
eccDNABase_000013751,eccDNABase_000447283,CircleBaseV2_002885822
CircleBaseV2_002875818,eccDNABase_000444671,eccDNABase_000573279
CircleBaseV2_002867769,eccDNABase_000665900,eccDNABase_000013928
eccDNABase_000569832,eccDNABase_000893473,eccDNABase_000895456
eccDNABase_000716403,CircleBaseV2_003038027,eccDNABase_000010003
CircleBaseV2_000025798,CircleBaseV2_002917119,CircleBaseV2_000017352
CircleBaseV2_003055256,eccDNABase_000443511,eccDNABase_000686994
CircleBaseV2_002824489,eccDNABase_000602392,eccDNABase_000012759
eccDNABase_000820326,eccDNABase_000641478,eccDNABase_000014533
eccDNABase_000677022,eccDNABase_000644602,eccDNABase_000886790
eccDNABase_000537361,CircleBaseV2_002963013,CircleBaseV2_002874119
eccDNABase_000908451,CircleBaseV2_002759360,CircleBaseV2_002989209
eccDNABase_000819424,eccDNABase_000824576,eccDNABase_000541946
eccDNABase_000644884,CircleBaseV2_002845651,eccDNABase_000473115
eccDNABase_000601850,eccDNABase_000587020,eccDNABase_000010004
CircleBaseV2_003067596,eccDNABase_000015705,CircleBaseV2_000050558
CircleBaseV2_000052288,eccDNABase_000911426,eccDNABase_000015132
eccDNABase_000464082,eccDNABase_000455432,CircleBaseV2_003028702
eccDNABase_000438673,eccDNABase_000530472,CircleBaseV2_002847595
eccDNABase_000800136,eccDNABase_000895048,eccDNABase_000442131
eccDNABase_000537363,eccDNABase_000535978,CircleBaseV2_002783366
CircleBaseV2_002832581,eccDNABase_000635039,eccDNABase_000015978
eccDNABase_000530909,eccDNABase_000014592,eccDNABase_000634420
CircleBaseV2_002828777,CircleBaseV2_000004687,eccDNABase_000012568
CircleBaseV2_002761110,CircleBaseV2_002892680,eccDNABase_000551686
eccDNABase_000714685,eccDNABase_000451503,eccDNABase_000005406
CircleBaseV2_003055248,eccDNABase_000014320,eccDNABase_000908260
eccDNABase_000013468,CircleBaseV2_000060169,eccDNABase_000643998
eccDNABase_000441860,eccDNABase_000011476,eccDNABase_000595043
eccDNABase_000776589,eccDNABase_000530874,eccDNABase_000634491
CircleBaseV2_000009419,CircleBaseV2_002859832,eccDNABase_000069449
eccDNABase_000007122,eccDNABase_000013726,eccDNABase_000678187
eccDNABase_000013751,eccDNABase_000009989,eccDNABase_000600962
eccDNABase_000630736,eccDNABase_000659254,eccDNABase_000443501
eccDNABase_000438698,eccDNABase_000011270,eccDNABase_000444248
eccDNABase_000645597,eccDNABase_000453866,eccDNABase_000014937
eccDNABase_000530300,eccDNABase_000016078,CircleBaseV2_003050328
CircleBaseV2_002815589,eccDNABase_000444566,eccDNABase_000013182
eccDNABase_000446315,eccDNABase_000001120,eccDNABase_000911708
eccDNABase_000833952,eccDNABase_000643913,eccDNABase_000539409
CircleBaseV2_000050059,CircleBaseV2_002804422,CircleBaseV2_003055254
CircleBaseV2_000041242,CircleBaseV2_000037908,eccDNABase_000530559
eccDNABase_000016036,eccDNABase_000449932,CircleBaseV2_000040414
eccDNABase_000741278,eccDNABase_000010789,eccDNABase_000583516
CircleBaseV2_000035870,CircleBaseV2_000054844,eccDNABase_000446474
CircleBaseV2_002898481,CircleBaseV2_000008305,eccDNABase_000443471
CircleBaseV2_000008841,eccDNABase_000889994,CircleBaseV2_000000801
eccDNABase_000015351,eccDNABase_000530598,CircleBaseV2_000027473
eccDNABase_000009991,eccDNABase_000530477,CircleBaseV2_000005203
CircleBaseV2_003047100,CircleBaseV2_002852226,eccDNABase_000912355
eccDNABase_000874623,eccDNABase_000010844,CircleBaseV2_002885477
eccDNABase_000642569,CircleBaseV2_002799254,eccDNABase_000455463
eccDNABase_000582505,CircleBaseV2_002849293,eccDNABase_000229276
eccDNABase_000538421,eccDNABase_000007066,CircleBaseV2_002819300
eccDNABase_000015165,eccDNABase_000004900,eccDNABase_000580915
eccDNABase_000904327,eccDNABase_000609019,eccDNABase_000438692
eccDNABase_000535978,eccDNABase_000525834,CircleBaseV2_000054255
eccDNABase_000002465,eccDNABase_000098660,eccDNABase_000667601
eccDNABase_000798676,eccDNABase_000700347,eccDNABase_000443471
eccDNABase_000106208,eccDNABase_000015832,eccDNABase_000837083
eccDNABase_000538520,eccDNABase_000817641,eccDNABase_000619705
CircleBaseV2_000048167,CircleBaseV2_002848328,eccDNABase_000455451
CircleBaseV2_002817918,CircleBaseV2_002833743,eccDNABase_000010635
eccDNABase_000539216,eccDNABase_000010647,CircleBaseV2_002819469
CircleBaseV2_002812356,CircleBaseV2_002869289,eccDNABase_000439255
eccDNABase_000436672,CircleBaseV2_003010995,eccDNABase_000784963
eccDNABase_000521208,eccDNABase_000011795,CircleBaseV2_000034996
eccDNABase_000009665,eccDNABase_000015351,eccDNABase_000842975
eccDNABase_000530829,eccDNABase_000522468,CircleBaseV2_000042780
eccDNABase_000535978,eccDNABase_000274546,CircleBaseV2_002791431
CircleBaseV2_002842165,eccDNABase_000634219,eccDNABase_000011220
CircleBaseV2_003043743,CircleBaseV2_002807324,CircleBaseV2_000058865
eccDNABase_000693072,eccDNABase_000710444,eccDNABase_000015351
eccDNABase_000574111,eccDNABase_000011734,eccDNABase_000809661
CircleBaseV2_002866458,eccDNABase_000714255,CircleBaseV2_003067342
eccDNABase_000009754,eccDNABase_000013446,CircleBaseV2_002830766
eccDNABase_000672647,CircleBaseV2_002853647,eccDNABase_000015135
eccDNABase_000530530,eccDNABase_000015351,eccDNABase_000886737
eccDNABase_000903239,eccDNABase_000623226,CircleBaseV2_000005680
CircleBaseV2_002894822,CircleBaseV2_003042871,eccDNABase_000760945
eccDNABase_000530215,eccDNABase_000013038,CircleBaseV2_000054423
eccDNABase_000012911,eccDNABase_000013635,eccDNABase_000603585
CircleBaseV2_003054672,eccDNABase_000015247,CircleBaseV2_002887316
eccDNABase_000895060,eccDNABase_000587574,CircleBaseV2_003054444
eccDNABase_000012765,eccDNABase_000009986,eccDNABase_000651703
CircleBaseV2_002795796,CircleBaseV2_002897399,eccDNABase_000015634
eccDNABase_000013726,eccDNABase_000446299,eccDNABase_000782540
eccDNABase_000011220,CircleBaseV2_002994727,eccDNABase_000836580
eccDNABase_000785735,eccDNABase_000685679,eccDNABase_000874444
CircleBaseV2_000051546,eccDNABase_000750676,CircleBaseV2_002884656
CircleBaseV2_002837419,CircleBaseV2_002836610,eccDNABase_000438818
eccDNABase_000681747,CircleBaseV2_002855890,eccDNABase_000013263
eccDNABase_000716213,CircleBaseV2_002862447,eccDNABase_000874444
eccDNABase_000784561,eccDNABase_000580170,eccDNABase_000455459
eccDNABase_000674866,CircleBaseV2_000049113,eccDNABase_000013617
CircleBaseV2_002786891,CircleBaseV2_002826242,eccDNABase_000455281
eccDNABase_000442082,eccDNABase_000014636,CircleBaseV2_002811261
eccDNABase_000606898,eccDNABase_000633185,eccDNABase_000013755
eccDNABase_000627127,CircleBaseV2_002885345,eccDNABase_000092590
eccDNABase_000059008,eccDNABase_000888109,CircleBaseV2_002866659
CircleBaseV2_002850397,eccDNABase_000616701,CircleBaseV2_002990664
CircleBaseV2_002890341,eccDNABase_000888738,eccDNABase_000015569
eccDNABase_000702343,CircleBaseV2_002784499,eccDNABase_000054227
eccDNABase_000415576,eccDNABase_000446254,CircleBaseV2_003048543
eccDNABase_000083585,eccDNABase_000530491,eccDNABase_000589249
eccDNABase_000530457,eccDNABase_000537250,CircleBaseV2_002885564
eccDNABase_000905701,eccDNABase_000648863,eccDNABase_000874443
eccDNABase_000640712,eccDNABase_000802823,eccDNABase_000522943
eccDNABase_000573684,eccDNABase_000015247,CircleBaseV2_000013194
eccDNABase_000513252,eccDNABase_000015643,CircleBaseV2_002784222
eccDNABase_000015351,eccDNABase_000004388,eccDNABase_000817178
eccDNABase_000001642,CircleBaseV2_000015069,CircleBaseV2_002829427
CircleBaseV2_002861687,eccDNABase_000667304,eccDNABase_000874444
eccDNABase_000014982,eccDNABase_000451460,CircleBaseV2_002857170
eccDNABase_000793042,CircleBaseV2_002779507,CircleBaseV2_003067344
eccDNABase_000690493,CircleBaseV2_000023978,eccDNABase_000442007
CircleBaseV2_000041142,CircleBaseV2_002891844,eccDNABase_000007684
eccDNABase_000451441,eccDNABase_000874590,CircleBaseV2_002888947
eccDNABase_000793443,eccDNABase_000640237,eccDNABase_000439586
eccDNABase_000020315,eccDNABase_000539640,eccDNABase_000672282
eccDNABase_000841985,CircleBaseV2_002856056,eccDNABase_000016036
CircleBaseV2_002816675,eccDNABase_000648253,eccDNABase_000015118
eccDNABase_000886935,eccDNABase_000442131,eccDNABase_000633465
CircleBaseV2_000038975,CircleBaseV2_002839403,eccDNABase_000535978
eccDNABase_000013912,eccDNABase_000530725,eccDNABase_000585308
eccDNABase_000588666,CircleBaseV2_002877831,eccDNABase_000550404
eccDNABase_000619321,CircleBaseV2_002893373,eccDNABase_000224951
eccDNABase_000537380,CircleBaseV2_003067334,CircleBaseV2_002899451
eccDNABase_000618629,CircleBaseV2_000048037,eccDNABase_000443484
eccDNABase_000015351,eccDNABase_000009493,CircleBaseV2_003024197
eccDNABase_000590906,CircleBaseV2_002872236,eccDNABase_000033537
CircleBaseV2_002817617,eccDNABase_000683429,eccDNABase_000526907
CircleBaseV2_002855728,CircleBaseV2_002764061,eccDNABase_000013755
eccDNABase_000009921,eccDNABase_000015553,eccDNABase_000577915
eccDNABase_000014485,eccDNABase_000512344,CircleBaseV2_000011800
eccDNABase_000537375,eccDNABase_000015978,eccDNABase_000602509
eccDNABase_000113249,eccDNABase_000538205,eccDNABase_000835325
eccDNABase_000012834,eccDNABase_000010605,CircleBaseV2_002838346
eccDNABase_000703874,eccDNABase_000692541,eccDNABase_000016169
eccDNABase_000015247,CircleBaseV2_002952088,eccDNABase_000630154
eccDNABase_000830168,eccDNABase_000576612,eccDNABase_000874443
eccDNABase_000016012,eccDNABase_000446324,eccDNABase_000798361
eccDNABase_000833146,CircleBaseV2_000010163,eccDNABase_000291472
eccDNABase_000874442,eccDNABase_000561183,eccDNABase_000807927
eccDNABase_000012919,eccDNABase_000078581,eccDNABase_000709218
eccDNABase_000015351,eccDNABase_000537218,CircleBaseV2_002767047
CircleBaseV2_002857492,CircleBaseV2_002810271,eccDNABase_000438729
CircleBaseV2_003067344,eccDNABase_000011608,CircleBaseV2_002903588
eccDNABase_000582921,CircleBaseV2_002844945,eccDNABase_000530475
eccDNABase_000892406,eccDNABase_000455477,eccDNABase_000841597
eccDNABase_000012350,CircleBaseV2_002907185,eccDNABase_000606125
eccDNABase_000448778,eccDNABase_000776737,CircleBaseV2_002781548
CircleBaseV2_003037151,eccDNABase_000587580,CircleBaseV2_003054564
CircleBaseV2_002875599,CircleBaseV2_002844916,eccDNABase_000886781
eccDNABase_000608773,eccDNABase_000844418,eccDNABase_000912552
eccDNABase_000537156,eccDNABase_000012112,CircleBaseV2_003025119
CircleBaseV2_002892985,CircleBaseV2_002849208,eccDNABase_000013843
eccDNABase_000002207,CircleBaseV2_003055254,eccDNABase_000601504
CircleBaseV2_003023035,eccDNABase_000438668,CircleBaseV2_002892985
eccDNABase_000806039,CircleBaseV2_000054620,eccDNABase_000011115
eccDNABase_000592109,eccDNABase_000698957,eccDNABase_000012688
eccDNABase_000014796,eccDNABase_000002193,CircleBaseV2_003039733
eccDNABase_000012490,eccDNABase_000446485,CircleBaseV2_000042356
eccDNABase_000013726,eccDNABase_000014300,CircleBaseV2_002800297
eccDNABase_000654900,CircleBaseV2_002783995,eccDNABase_000106596
CircleBaseV2_002900744,CircleBaseV2_002842079,eccDNABase_000014444
eccDNABase_000538734,eccDNABase_000007054,CircleBaseV2_002795941
CircleBaseV2_002791052,eccDNABase_000597629,eccDNABase_000002190
CircleBaseV2_002863079,eccDNABase_000674541,eccDNABase_000886789
CircleBaseV2_002025802,eccDNABase_000364350,CircleBaseV2_003038532
CircleBaseV2_000028320,CircleBaseV2_002828022,CircleBaseV2_003055424
eccDNABase_000014596,CircleBaseV2_003055359,eccDNABase_000832955
eccDNABase_000495733,eccDNABase_000016134,eccDNABase_000654896
eccDNABase_000882764,eccDNABase_000525395,CircleBaseV2_002846802
CircleBaseV2_002869950,CircleBaseV2_002806677,eccDNABase_000010505
eccDNABase_000874074,eccDNABase_000509977,CircleBaseV2_002807960
CircleBaseV2_002801172,CircleBaseV2_002763437,CircleBaseV2_000032831
CircleBaseV2_002944983,eccDNABase_000011620,eccDNABase_000653686
CircleBaseV2_003023043,eccDNABase_000015978,CircleBaseV2_002811512
CircleBaseV2_002793730,eccDNABase_000909240,CircleBaseV2_003054923
eccDNABase_000012919,eccDNABase_000483175,CircleBaseV2_000020666
CircleBaseV2_000010920,eccDNABase_000642944,eccDNABase_000012202
eccDNABase_000538588,eccDNABase_000013726,eccDNABase_000811537
CircleBaseV2_002855854,eccDNABase_000793281,eccDNABase_000016036
eccDNABase_000718530,eccDNABase_000895705,CircleBaseV2_003067334
eccDNABase_000447048,eccDNABase_000012625,CircleBaseV2_000058596
eccDNABase_000010014,eccDNABase_000010980,eccDNABase_000825928
CircleBaseV2_002790932,CircleBaseV2_002765544,CircleBaseV2_003018107
CircleBaseV2_003010128,eccDNABase_000569863,CircleBaseV2_002813619
eccDNABase_000523812,eccDNABase_000886781,eccDNABase_000658819
eccDNABase_000016036,eccDNABase_000569274,eccDNABase_000650248
eccDNABase_000014529,eccDNABase_000015978,CircleBaseV2_000048648
CircleBaseV2_000028340,eccDNABase_000701399,eccDNABase_000475056
CircleBaseV2_002998096,eccDNABase_000443473,eccDNABase_000580974
eccDNABase_000450431,CircleBaseV2_000011971,eccDNABase_000663705
eccDNABase_000013387,eccDNABase_000874551,CircleBaseV2_002762702
eccDNABase_000530479,eccDNABase_000008511,CircleBaseV2_003028166
eccDNABase_000686077,CircleBaseV2_002780943,eccDNABase_000512363
CircleBaseV2_002760089,CircleBaseV2_002872819,eccDNABase_000886781
eccDNABase_000013912,eccDNABase_000022434,CircleBaseV2_000023133
CircleBaseV2_003024725,CircleBaseV2_002868244,eccDNABase_000016177
eccDNABase_000590968,eccDNABase_000895778,CircleBaseV2_003054415
CircleBaseV2_002868240,eccDNABase_000711261,CircleBaseV2_002932712
eccDNABase_000637962,eccDNABase_000714638,CircleBaseV2_000004843
CircleBaseV2_002841476,CircleBaseV2_003033314,eccDNABase_000009991
CircleBaseV2_000051160,eccDNABase_000669163,eccDNABase_000557108
eccDNABase_000015888,eccDNABase_000535978,eccDNABase_000906249
CircleBaseV2_002859877,CircleBaseV2_002869985,eccDNABase_000011473
eccDNABase_000733526,eccDNABase_000541214,eccDNABase_000786986
eccDNABase_000010007,eccDNABase_000455480,CircleBaseV2_002864170
CircleBaseV2_003065222,CircleBaseV2_002992406,eccDNABase_000627452
eccDNABase_000013714,eccDNABase_000886790,CircleBaseV2_002859464
eccDNABase_000014320,eccDNABase_000431081,CircleBaseV2_002838986
eccDNABase_000574262,eccDNABase_000000411,CircleBaseV2_002807885
eccDNABase_000011378,eccDNABase_000016080,eccDNABase_000911670
eccDNABase_000015351,eccDNABase_000438896,CircleBaseV2_002864565
eccDNABase_000823783,CircleBaseV2_002768504,eccDNABase_000275628
eccDNABase_000488891,CircleBaseV2_003055256,CircleBaseV2_002884177
CircleBaseV2_002800053,CircleBaseV2_002766378,eccDNABase_000015351
CircleBaseV2_003043233,eccDNABase_000671989,eccDNABase_000013726
eccDNABase_000531491,eccDNABase_000200151,eccDNABase_000788222
eccDNABase_000535978,CircleBaseV2_002990673,CircleBaseV2_000028000
eccDNABase_000642964,CircleBaseV2_002838516,eccDNABase_000012969
eccDNABase_000886781,eccDNABase_000014318,eccDNABase_000659694
CircleBaseV2_003023037,eccDNABase_000448700,CircleBaseV2_002782367
CircleBaseV2_002760020,CircleBaseV2_002824707,CircleBaseV2_003023043
CircleBaseV2_002991593,eccDNABase_000010630,eccDNABase_000689017
eccDNABase_000634842,eccDNABase_000701573,eccDNABase_000011670
CircleBaseV2_000041431,CircleBaseV2_000058518,eccDNABase_000012396
eccDNABase_000439798,eccDNABase_000530540,CircleBaseV2_002895375
eccDNABase_000535976,eccDNABase_000436672,eccDNABase_000814243
eccDNABase_000488536,eccDNABase_000886781,CircleBaseV2_000013158
eccDNABase_000886781,CircleBaseV2_003055210,CircleBaseV2_002865004
eccDNABase_000573646,eccDNABase_000535976,CircleBaseV2_000063335
eccDNABase_000448156,CircleBaseV2_003006678,CircleBaseV2_002769922
eccDNABase_000136597,CircleBaseV2_002990664,eccDNABase_000589428
CircleBaseV2_002851416,CircleBaseV2_002885874,eccDNABase_000013580
CircleBaseV2_002820465,eccDNABase_000841890,eccDNABase_000015606
CircleBaseV2_002831400,CircleBaseV2_002862542,eccDNABase_000439574
eccDNABase_000012919,eccDNABase_000569388,eccDNABase_000444346
eccDNABase_000013318,eccDNABase_000887575,CircleBaseV2_000014347
eccDNABase_000667081,eccDNABase_000616556,eccDNABase_000016012
eccDNABase_000896032,CircleBaseV2_003049374,eccDNABase_000436733
eccDNABase_000639583,eccDNABase_000816803,eccDNABase_000569325
CircleBaseV2_000008189,eccDNABase_000014529,eccDNABase_000895723
eccDNABase_000453692,CircleBaseV2_002803954,eccDNABase_000010005
eccDNABase_000687846,CircleBaseV2_002835043,eccDNABase_000013726
eccDNABase_000656369,CircleBaseV2_000061613,eccDNABase_000913175
CircleBaseV2_003054444,eccDNABase_000015266,CircleBaseV2_003028540
CircleBaseV2_002887130,CircleBaseV2_003069990,CircleBaseV2_003067344
eccDNABase_000455458,eccDNABase_000014103,eccDNABase_000691945
eccDNABase_000912321,eccDNABase_000013755,eccDNABase_000592222
eccDNABase_000711282,CircleBaseV2_002810693,CircleBaseV2_002959472
eccDNABase_000578680,eccDNABase_000703083,CircleBaseV2_001832768
CircleBaseV2_002823986,CircleBaseV2_000056003,eccDNABase_000334997
eccDNABase_000016036,eccDNABase_000438762,CircleBaseV2_002852482
eccDNABase_000607351,eccDNABase_000817733,eccDNABase_000455462
CircleBaseV2_001837643,eccDNABase_000013985,CircleBaseV2_000017789
eccDNABase_000013387,eccDNABase_000442103,eccDNABase_000820044
eccDNABase_000913464,CircleBaseV2_000025768,CircleBaseV2_002872636
CircleBaseV2_002844485,CircleBaseV2_002851173,eccDNABase_000451387
eccDNABase_000448778,eccDNABase_000527946,eccDNABase_000578872
eccDNABase_000828581,CircleBaseV2_000053400,eccDNABase_000010738
CircleBaseV2_002882499,eccDNABase_000583231,eccDNABase_000893389
eccDNABase_000874443,eccDNABase_000240344,eccDNABase_000604387
eccDNABase_000817641,eccDNABase_000528726,CircleBaseV2_002899476
CircleBaseV2_002781551,CircleBaseV2_002819643,eccDNABase_000013319
CircleBaseV2_002826468,CircleBaseV2_000033518,eccDNABase_000010949
eccDNABase_000009744,CircleBaseV2_002945500,CircleBaseV2_000061777
eccDNABase_000234493,CircleBaseV2_002476479,CircleBaseV2_002815536
eccDNABase_000837906,eccDNABase_000603242,CircleBaseV2_003055256
eccDNABase_000016036,eccDNABase_000734906,CircleBaseV2_002785076
eccDNABase_000439664,eccDNABase_000014142,eccDNABase_000658826
eccDNABase_000632951,CircleBaseV2_002786954,eccDNABase_000012442
eccDNABase_000787130,eccDNABase_000745518,eccDNABase_000874443
eccDNABase_000013633,CircleBaseV2_000018986,CircleBaseV2_003034428
eccDNABase_000690555,eccDNABase_000705023,eccDNABase_000160823
eccDNABase_000438818,eccDNABase_000011386,eccDNABase_000712657
eccDNABase_000598155,eccDNABase_000669219,eccDNABase_000016177
eccDNABase_000535976,CircleBaseV2_002998634,eccDNABase_000655416
CircleBaseV2_002859747,CircleBaseV2_000004268,CircleBaseV2_002944224
eccDNABase_000537375,eccDNABase_000002670,CircleBaseV2_003042263
CircleBaseV2_000043341,eccDNABase_000811531,eccDNABase_000443485
eccDNABase_000903342,eccDNABase_000661189,eccDNABase_000874443
eccDNABase_000530419,eccDNABase_000761440,CircleBaseV2_002794300
CircleBaseV2_002998250,eccDNABase_000464887,eccDNABase_000826131
eccDNABase_000007411,CircleBaseV2_000251676,CircleBaseV2_000011355
CircleBaseV2_000013034,eccDNABase_000799146,CircleBaseV2_003055255
eccDNABase_000886547,CircleBaseV2_000028397,eccDNABase_000913010
CircleBaseV2_002875991,CircleBaseV2_002797125,eccDNABase_000005321
CircleBaseV2_000021174,eccDNABase_000448834,CircleBaseV2_002848374
eccDNABase_000015268,eccDNABase_000531092,CircleBaseV2_002811146
eccDNABase_000703245,CircleBaseV2_000032343,CircleBaseV2_000016491
CircleBaseV2_000006952,CircleBaseV2_000019739,eccDNABase_000002494
eccDNABase_000838240,CircleBaseV2_002773560,eccDNABase_000002201
eccDNABase_000016264,eccDNABase_000015247,CircleBaseV2_000041617
eccDNABase_000446329,eccDNABase_000506773,CircleBaseV2_002884773
CircleBaseV2_003067341,eccDNABase_000077006,CircleBaseV2_002797986
CircleBaseV2_003054819,eccDNABase_000014539,eccDNABase_000681834
CircleBaseV2_002823228,eccDNABase_000647547,eccDNABase_000012171
eccDNABase_000670398,eccDNABase_000678420,eccDNABase_000014579
eccDNABase_000886781,eccDNABase_000446313,eccDNABase_000831195
eccDNABase_000664989,eccDNABase_000682291,eccDNABase_000007597
eccDNABase_000797480,eccDNABase_000708175,eccDNABase_000015247
CircleBaseV2_000053730,CircleBaseV2_002834017,eccDNABase_000547509
eccDNABase_000908058,eccDNABase_000600872,eccDNABase_000014893
eccDNABase_000535976,eccDNABase_000438798,eccDNABase_000788834
eccDNABase_000016036,eccDNABase_000462281,CircleBaseV2_000008457
eccDNABase_000682333,eccDNABase_000835761,eccDNABase_000118673
CircleBaseV2_002876874,eccDNABase_000620815,eccDNABase_000002705
CircleBaseV2_002878330,eccDNABase_000678640,eccDNABase_000886781
eccDNABase_000825041,CircleBaseV2_002885836,eccDNABase_000530551
CircleBaseV2_002855571,CircleBaseV2_000038317,eccDNABase_000893528
eccDNABase_000013847,eccDNABase_000014212,eccDNABase_000577520
CircleBaseV2_003054365,eccDNABase_000886792,eccDNABase_000625277
eccDNABase_000455446,CircleBaseV2_002989799,eccDNABase_000656060
eccDNABase_000874553,eccDNABase_000084396,CircleBaseV2_000007046
eccDNABase_000438818,eccDNABase_000013313,eccDNABase_000649101
CircleBaseV2_002845484,eccDNABase_000795915,eccDNABase_000012395
CircleBaseV2_003055256,eccDNABase_000442095,CircleBaseV2_002780385
CircleBaseV2_002780832,CircleBaseV2_002770235,eccDNABase_000913226
eccDNABase_000671419,CircleBaseV2_002853894,CircleBaseV2_001410825
CircleBaseV2_002900688,eccDNABase_000801385,eccDNABase_000537227
CircleBaseV2_000035845,CircleBaseV2_002759191,CircleBaseV2_003055152
CircleBaseV2_000001717,eccDNABase_000671831,eccDNABase_000745036
eccDNABase_000496892,CircleBaseV2_003067341,CircleBaseV2_002889245
eccDNABase_000635752,CircleBaseV2_002759318,CircleBaseV2_003023043
eccDNABase_000790374,eccDNABase_000794525,eccDNABase_000007810
eccDNABase_000906168,eccDNABase_000718115,eccDNABase_000012233
eccDNABase_000781322,CircleBaseV2_000061405,eccDNABase_000014352
eccDNABase_000008509,CircleBaseV2_003000714,CircleBaseV2_002790507
CircleBaseV2_000703572,eccDNABase_000012848,eccDNABase_000712304
eccDNABase_000439007,eccDNABase_000886791,eccDNABase_000782874
CircleBaseV2_002778551,CircleBaseV2_000032223,eccDNABase_000515734
eccDNABase_000010604,CircleBaseV2_003054446,CircleBaseV2_002815100
eccDNABase_000887483,CircleBaseV2_003067334,eccDNABase_000900499
eccDNABase_000626946,eccDNABase_000803581,eccDNABase_000535976
CircleBaseV2_002837574,eccDNABase_000682395,CircleBaseV2_003055032
eccDNABase_000621258,eccDNABase_000453707,CircleBaseV2_003009032
eccDNABase_000455429,CircleBaseV2_000034249,CircleBaseV2_002792438
CircleBaseV2_002803986,CircleBaseV2_002772096,eccDNABase_000014842
eccDNABase_000772371,eccDNABase_000602541,eccDNABase_000016203
CircleBaseV2_002854177,CircleBaseV2_003046878,eccDNABase_000011593
CircleBaseV2_002896312,CircleBaseV2_000014597,eccDNABase_000894852
eccDNABase_000477979,CircleBaseV2_002992838,CircleBaseV2_002778139
eccDNABase_000667753,eccDNABase_000628191,eccDNABase_000010016
eccDNABase_000612207,CircleBaseV2_002808873,eccDNABase_000449745
CircleBaseV2_002863981,CircleBaseV2_002814278,CircleBaseV2_003023043
eccDNABase_000569437,CircleBaseV2_003067343,CircleBaseV2_002791903
eccDNABase_000013516,eccDNABase_000530301,CircleBaseV2_002826252
eccDNABase_000530905,eccDNABase_000001675,eccDNABase_000903953
eccDNABase_000015225,CircleBaseV2_003054445,CircleBaseV2_003034869
CircleBaseV2_002839200,CircleBaseV2_000019782,eccDNABase_000438798
eccDNABase_000446498,eccDNABase_000874442,eccDNABase_000705430
eccDNABase_000014698,eccDNABase_000874598,CircleBaseV2_000061055
eccDNABase_000438818,eccDNABase_000874446,eccDNABase_000899666
eccDNABase_000124154,eccDNABase_000446627,CircleBaseV2_000042352
CircleBaseV2_003041729,CircleBaseV2_002778021,eccDNABase_000443494
CircleBaseV2_000052558,CircleBaseV2_003050203,eccDNABase_000886791
eccDNABase_000492204,eccDNABase_000887566,CircleBaseV2_002837805
eccDNABase_000013782,eccDNABase_000013828,eccDNABase_000668434
CircleBaseV2_002852387,CircleBaseV2_002847673,eccDNABase_000535976
eccDNABase_000886781,eccDNABase_000446318,CircleBaseV2_003024802
CircleBaseV2_000013748,eccDNABase_000718132,eccDNABase_000015351
CircleBaseV2_002864613,eccDNABase_000814391,eccDNABase_000436672
eccDNABase_000804279,CircleBaseV2_000047909,CircleBaseV2_000057299
eccDNABase_000015351,eccDNABase_000894350,eccDNABase_000646735
eccDNABase_000162318,eccDNABase_000874444,CircleBaseV2_002874960
eccDNABase_000448921,eccDNABase_000913425,CircleBaseV2_002806726
eccDNABase_000015879,eccDNABase_000539248,CircleBaseV2_002882013
eccDNABase_000014796,eccDNABase_000003031,CircleBaseV2_000003143
eccDNABase_000603860,eccDNABase_000844628,eccDNABase_000011180
CircleBaseV2_003054444,eccDNABase_000122432,CircleBaseV2_002835774
eccDNABase_000443474,eccDNABase_000569100,eccDNABase_000705910
CircleBaseV2_002788804,CircleBaseV2_002759694,eccDNABase_000886781
CircleBaseV2_002888148,eccDNABase_000657602,CircleBaseV2_002990673
eccDNABase_000783465,eccDNABase_000453954,eccDNABase_000015796
eccDNABase_000819577,CircleBaseV2_002784079,eccDNABase_000002626
CircleBaseV2_002765006,CircleBaseV2_002882374,eccDNABase_000010015
eccDNABase_000704200,eccDNABase_000626894,eccDNABase_000163294
eccDNABase_000069422,eccDNABase_000451405,CircleBaseV2_002887197
eccDNABase_000912265,eccDNABase_000013726,CircleBaseV2_003023080
eccDNABase_000837754,eccDNABase_000635969,eccDNABase_000512497
eccDNABase_000636933,CircleBaseV2_002807104,eccDNABase_000010607
CircleBaseV2_002816372,CircleBaseV2_002788466,eccDNABase_000015351
CircleBaseV2_000035801,eccDNABase_000786258,eccDNABase_000015284
eccDNABase_000002799,eccDNABase_000443488,eccDNABase_000814624
CircleBaseV2_002802282,eccDNABase_000582790,eccDNABase_000010015
eccDNABase_000535993,eccDNABase_000537361,CircleBaseV2_003045544
