id,label,disease
eccDNABase_000534762,1,Melanoma
eccDNABase_000044960,1,Lymphoma
eccDNABase_000912299,1,Fetal growth restriction
CircleBaseV2_002784700,0,Healthy
CircleBaseV2_002771719,0,Healthy
CircleBaseV2_002769190,0,Healthy
eccDNABase_000710379,0,Healthy
eccDNABase_000892463,1,Colorectal adenoma
CircleBaseV2_003054437,1,Systemic lupus erythematosus
eccDNABase_000905270,0,Healthy
eccDNABase_000011105,1,Esophageal cancer
eccDNABase_000774591,1,Multiple diseases
eccDNABase_000754557,1,Multiple diseases
eccDNABase_000612982,0,Healthy
eccDNABase_000105534,1,Cervical adenocarcinoma
eccDNABase_000179553,1,Ovarian cancer
CircleBaseV2_002779539,0,Healthy
eccDNABase_000783500,0,Healthy
eccDNABase_000913270,1,Fetal growth restriction
CircleBaseV2_002900329,0,Healthy
CircleBaseV2_002991321,1,Primary pulmonary hypertension
eccDNABase_000764969,1,Multiple diseases
eccDNABase_000588412,0,Healthy
eccDNABase_000008470,1,Hypopharynx cancer
CircleBaseV2_002844661,0,Healthy
eccDNABase_000538209,1,Coronary artery disease
eccDNABase_000030776,1,Lymphoma
eccDNABase_000448412,1,Colon cancer
CircleBaseV2_000044708,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002804311,0,Healthy
eccDNABase_000439963,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_003044832,0,Healthy
CircleBaseV2_000047876,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000569200,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002827622,0,Healthy
eccDNABase_000012566,1,Esophageal cancer
eccDNABase_000013656,1,Lung adenocarcinoma
eccDNABase_000697919,0,Healthy
eccDNABase_000894543,1,Neuroblastoma
eccDNABase_000844568,0,Healthy
eccDNABase_000516432,1,Leukemia
eccDNABase_000616111,0,Healthy
eccDNABase_000013956,1,Esophageal cancer
eccDNABase_000534731,1,Melanoma
eccDNABase_000439491,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000523326,1,Melanoma
CircleBaseV2_000062597,0,Healthy
CircleBaseV2_002832590,0,Healthy
CircleBaseV2_002822191,0,Healthy
CircleBaseV2_001143284,1,Gastric cancer
eccDNABase_000538264,1,Coronary artery disease
CircleBaseV2_002857353,0,Healthy
eccDNABase_000261230,1,Ovarian cancer
CircleBaseV2_003023630,0,Healthy
eccDNABase_000439703,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000615879,0,Healthy
eccDNABase_000585522,0,Healthy
eccDNABase_000442094,1,Caid syndrome
CircleBaseV2_002478211,1,Gastric cancer
eccDNABase_000685131,0,Healthy
eccDNABase_000041541,1,Lymphoma
eccDNABase_000439218,1,Sarcoma
CircleBaseV2_002945470,1,Colorectal cancer
eccDNABase_000439682,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_003055404,1,Breast cancer
eccDNABase_000609913,0,Healthy
eccDNABase_000580583,0,Healthy
CircleBaseV2_002797098,0,Healthy
CircleBaseV2_003048320,0,Healthy
eccDNABase_000591895,0,Healthy
CircleBaseV2_002775224,0,Healthy
eccDNABase_000439676,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000841558,0,Healthy
eccDNABase_000877760,1,Prostate cancer
eccDNABase_000687861,0,Healthy
eccDNABase_000739219,1,Multiple diseases
eccDNABase_000569937,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_003027374,0,Healthy
CircleBaseV2_002842498,0,Healthy
eccDNABase_000530309,1,Chordoma
eccDNABase_000798582,0,Healthy
CircleBaseV2_002961608,1,Colorectal cancer
eccDNABase_000905109,0,Healthy
CircleBaseV2_003035083,0,Healthy
eccDNABase_000893115,1,Colorectal adenoma
eccDNABase_000749428,1,Multiple diseases
CircleBaseV2_002812628,0,Healthy
CircleBaseV2_000342259,1,Gastric cancer
eccDNABase_000608811,0,Healthy
CircleBaseV2_002996117,1,Stomach
eccDNABase_000722666,1,Multiple diseases
CircleBaseV2_002771248,0,Healthy
eccDNABase_000005242,1,Primary pulmonary hypertension
eccDNABase_000708761,0,Healthy
eccDNABase_000650822,0,Healthy
CircleBaseV2_002884565,0,Healthy
eccDNABase_000446588,1,Colon cancer
eccDNABase_000582882,0,Healthy
eccDNABase_000530226,1,Chordoma
eccDNABase_000833786,0,Healthy
CircleBaseV2_000707707,1,Gastric cancer
eccDNABase_000765198,0,Healthy
eccDNABase_000912115,1,Fetal growth restriction
CircleBaseV2_002825795,0,Healthy
CircleBaseV2_000010546,0,Healthy
CircleBaseV2_003040818,0,Healthy
eccDNABase_000797699,0,Healthy
eccDNABase_000002492,1,Clear cell renal cell carcinoma
eccDNABase_000527756,1,Leukemia
CircleBaseV2_002959937,1,Colorectal cancer
eccDNABase_000812988,0,Healthy
eccDNABase_000874641,0,Healthy
eccDNABase_000001608,1,Chronic kidney disease
eccDNABase_000093558,1,Cervical adenocarcinoma
eccDNABase_000819304,0,Healthy
CircleBaseV2_002994495,1,Primary pulmonary hypertension
eccDNABase_000571047,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000710046,0,Healthy
eccDNABase_000096438,1,Cervical adenocarcinoma
eccDNABase_000438957,1,Sarcoma
CircleBaseV2_002786305,0,Healthy
eccDNABase_000439236,1,Sarcoma
eccDNABase_000581830,0,Healthy
eccDNABase_000537321,1,Chordoma
eccDNABase_000538360,1,Coronary artery disease
eccDNABase_000665946,0,Healthy
eccDNABase_000538434,1,Coronary artery disease
eccDNABase_000678207,0,Healthy
CircleBaseV2_002795031,0,Healthy
CircleBaseV2_003017088,1,Stomach
eccDNABase_000707370,0,Healthy
CircleBaseV2_003068708,1,Dilated cardiomyopathy
eccDNABase_000369213,1,Ovarian cancer
CircleBaseV2_000002651,0,Healthy
eccDNABase_000530979,1,Neuroblastoma
eccDNABase_000637599,0,Healthy
eccDNABase_000439849,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000817090,0,Healthy
CircleBaseV2_003050590,0,Healthy
eccDNABase_000161164,1,Ovarian cancer
eccDNABase_000718128,0,Healthy
eccDNABase_000628587,0,Healthy
CircleBaseV2_000051357,0,Healthy
CircleBaseV2_003069593,0,Healthy
CircleBaseV2_003026264,0,Healthy
eccDNABase_000887403,1,Dilated cardiomyopathy
CircleBaseV2_000027705,0,Healthy
eccDNABase_000011749,1,Sarcoma
eccDNABase_000375865,1,Ovarian cancer
eccDNABase_000525879,1,Breast cancer
CircleBaseV2_002830005,0,Healthy
eccDNABase_000912420,1,Fetal growth restriction
eccDNABase_000496958,1,Hiv infectious disease
CircleBaseV2_003055375,1,Breast cancer
eccDNABase_000450230,1,Colon cancer
eccDNABase_000657646,0,Healthy
eccDNABase_000842149,0,Healthy
eccDNABase_000793945,0,Healthy
CircleBaseV2_002803261,0,Healthy
eccDNABase_000242182,1,Ovarian cancer
CircleBaseV2_003014754,1,Stomach
CircleBaseV2_002839909,0,Healthy
eccDNABase_000676340,0,Healthy
eccDNABase_000522917,1,Melanoma
eccDNABase_000904725,0,Healthy
eccDNABase_000798213,0,Healthy
eccDNABase_000446545,1,Lung cancer
CircleBaseV2_003033996,0,Healthy
CircleBaseV2_000033400,0,Healthy
eccDNABase_000786931,0,Healthy
eccDNABase_000893521,1,Colorectal adenoma
eccDNABase_000014865,1,Sarcoma
CircleBaseV2_002783591,0,Healthy
eccDNABase_000009292,1,Hypopharynx cancer
CircleBaseV2_003053086,1,Prostate cancer
eccDNABase_000583033,0,Healthy
eccDNABase_000439290,1,Sarcoma
CircleBaseV2_003038968,0,Healthy
CircleBaseV2_002853570,0,Healthy
eccDNABase_000629345,0,Healthy
eccDNABase_000753472,1,Multiple diseases
CircleBaseV2_002859010,0,Healthy
eccDNABase_000719493,0,Healthy
eccDNABase_000897851,0,Healthy
eccDNABase_000809834,0,Healthy
CircleBaseV2_002892752,0,Healthy
eccDNABase_000531082,1,Neuroblastoma
eccDNABase_000530923,1,Neuroblastoma
eccDNABase_000832412,0,Healthy
eccDNABase_000530888,1,Neuroblastoma
eccDNABase_000530742,1,Neuroblastoma
eccDNABase_000905213,0,Healthy
eccDNABase_000653870,0,Healthy
eccDNABase_000452386,0,Healthy
eccDNABase_000569598,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000001827,1,Chronic kidney disease
eccDNABase_000844204,0,Healthy
eccDNABase_000715492,0,Healthy
CircleBaseV2_002772552,0,Healthy
eccDNABase_000006900,1,Primary pulmonary hypertension
CircleBaseV2_002771687,0,Healthy
CircleBaseV2_003054619,1,Glioblastoma cancer
eccDNABase_000046015,1,Lymphoma
eccDNABase_000574295,1,Glioblastoma
eccDNABase_000824890,0,Healthy
CircleBaseV2_000017654,0,Healthy
eccDNABase_000014982,1,Lung squamous cell cancer
eccDNABase_000008440,1,Hypopharynx cancer
eccDNABase_000012578,1,Lung adenocarcinoma
CircleBaseV2_002850255,0,Healthy
eccDNABase_000442226,1,Caid syndrome
eccDNABase_000653839,0,Healthy
eccDNABase_000570586,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000010013,1,Brain cancer
eccDNABase_000441958,1,Caid syndrome
eccDNABase_000649375,0,Healthy
eccDNABase_000008989,1,Hypopharynx cancer
eccDNABase_000440050,1,Leukemia
eccDNABase_000569072,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000222162,1,Prostate cancer
CircleBaseV2_002814133,0,Healthy
CircleBaseV2_002857711,0,Healthy
eccDNABase_000549253,1,Stomach cancer
eccDNABase_000571882,1,Glioblastoma
eccDNABase_000903423,0,Healthy
eccDNABase_000009993,1,Brain cancer
eccDNABase_000535684,1,Melanoma
eccDNABase_000801829,0,Healthy
eccDNABase_000572873,1,Glioblastoma
eccDNABase_000573514,1,Glioblastoma
eccDNABase_000894740,1,Neuroblastoma
eccDNABase_000570819,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002788414,0,Healthy
eccDNABase_000537324,1,Chordoma
eccDNABase_000012135,1,Ewing sarcoma
eccDNABase_000684055,0,Healthy
CircleBaseV2_002995336,1,Stomach
eccDNABase_000452685,0,Healthy
eccDNABase_000064439,1,Lymphoma
eccDNABase_000320189,1,Ovarian cancer
eccDNABase_000688287,0,Healthy
CircleBaseV2_000024751,0,Healthy
eccDNABase_000531023,1,Neuroblastoma
eccDNABase_000530530,1,Pancreatic cancer
CircleBaseV2_003055456,0,Healthy
CircleBaseV2_000047123,0,Healthy
eccDNABase_000617597,0,Healthy
CircleBaseV2_002900353,0,Healthy
eccDNABase_000828330,0,Healthy
CircleBaseV2_000007570,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002871225,0,Healthy
eccDNABase_000013617,1,Liver cancer
CircleBaseV2_003014736,1,Stomach
CircleBaseV2_003055118,1,Glioblastoma cancer
eccDNABase_000886985,1,Dilated cardiomyopathy
eccDNABase_000899388,0,Healthy
CircleBaseV2_002798667,0,Healthy
eccDNABase_000700278,0,Healthy
CircleBaseV2_002842217,0,Healthy
CircleBaseV2_003070959,0,Healthy
eccDNABase_000001290,1,Chronic kidney disease
eccDNABase_000670919,0,Healthy
CircleBaseV2_002772615,0,Healthy
CircleBaseV2_000014994,0,Healthy
eccDNABase_000606602,0,Healthy
eccDNABase_000530479,1,Multiple myeloma
CircleBaseV2_003020505,1,Stomach
CircleBaseV2_002827173,0,Healthy
CircleBaseV2_002763785,0,Healthy
eccDNABase_000874517,1,Breast cancer
eccDNABase_000704041,0,Healthy
eccDNABase_000410257,1,Prostate cancer
CircleBaseV2_002914373,1,Colorectal cancer
eccDNABase_000412557,1,Prostate cancer
eccDNABase_000569535,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000901741,0,Healthy
eccDNABase_000844033,0,Healthy
CircleBaseV2_002869474,0,Healthy
eccDNABase_000725706,1,Multiple diseases
eccDNABase_000011129,1,Sarcoma
eccDNABase_000893338,1,Colorectal adenoma
eccDNABase_000570538,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002940137,1,Colorectal cancer
eccDNABase_000886840,1,Dilated cardiomyopathy
CircleBaseV2_002895791,0,Healthy
CircleBaseV2_002891545,0,Healthy
eccDNABase_000912946,1,Fetal growth restriction
CircleBaseV2_000030458,0,Healthy
CircleBaseV2_000027223,0,Healthy
eccDNABase_000091738,1,Lymphoma
CircleBaseV2_000035475,0,Healthy
CircleBaseV2_003054425,1,Systemic lupus erythematosus
eccDNABase_000625168,0,Healthy
eccDNABase_000567127,1,Stomach cancer
CircleBaseV2_002993382,1,Primary pulmonary hypertension
eccDNABase_000454079,0,Healthy
eccDNABase_000083613,1,Lymphoma
CircleBaseV2_000008694,0,Healthy
eccDNABase_000613626,0,Healthy
eccDNABase_000675047,0,Healthy
eccDNABase_000641040,0,Healthy
CircleBaseV2_003028998,0,Healthy
eccDNABase_000439730,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000459306,1,Hiv infectious disease
eccDNABase_000508810,1,Leukemia
eccDNABase_000496210,1,Hiv infectious disease
eccDNABase_000525833,1,Breast cancer
CircleBaseV2_002860357,0,Healthy
eccDNABase_000648214,0,Healthy
eccDNABase_000010781,1,Sarcoma
eccDNABase_000522631,1,Melanoma
eccDNABase_000323633,1,Prostate cancer
CircleBaseV2_000013696,0,Healthy
eccDNABase_000765722,1,Multiple diseases
eccDNABase_000530602,1,Pancreatic cancer
eccDNABase_000770971,0,Healthy
CircleBaseV2_002872942,0,Healthy
eccDNABase_000439179,1,Sarcoma
eccDNABase_000805678,0,Healthy
eccDNABase_000832286,0,Healthy
CircleBaseV2_002776394,0,Healthy
eccDNABase_000570798,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000445669,0,Healthy
eccDNABase_000694036,0,Healthy
eccDNABase_000227591,1,Prostate cancer
eccDNABase_000126372,1,Prostate cancer
CircleBaseV2_003019272,1,Stomach
eccDNABase_000586228,0,Healthy
eccDNABase_000014181,1,Sarcoma
eccDNABase_000570294,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_003035860,0,Healthy
eccDNABase_000904903,0,Healthy
eccDNABase_000157967,1,Ovarian cancer
eccDNABase_000889408,0,Healthy
CircleBaseV2_002762214,0,Healthy
CircleBaseV2_002848388,0,Healthy
CircleBaseV2_002885744,0,Healthy
eccDNABase_000001406,1,Chronic kidney disease
eccDNABase_000562730,1,Stomach cancer
eccDNABase_000002615,1,Clear cell renal cell carcinoma
eccDNABase_000011157,1,Sarcoma
eccDNABase_000612426,0,Healthy
eccDNABase_000012208,1,Lung squamous cell cancer
CircleBaseV2_002833055,0,Healthy
eccDNABase_000345876,1,Prostate cancer
eccDNABase_000002328,1,Clear cell renal cell carcinoma
CircleBaseV2_002766639,0,Healthy
eccDNABase_000532487,1,Melanoma
CircleBaseV2_000032619,0,Healthy
eccDNABase_000717221,0,Healthy
eccDNABase_000894725,1,Neuroblastoma
eccDNABase_000530875,1,Neuroblastoma
eccDNABase_000102882,1,Lymphoma
CircleBaseV2_002785329,0,Healthy
eccDNABase_000001716,1,Chronic kidney disease
eccDNABase_000782766,0,Healthy
eccDNABase_000595524,0,Healthy
eccDNABase_000721407,1,Multiple diseases
eccDNABase_000800233,0,Healthy
eccDNABase_000462452,1,Hiv infectious disease
CircleBaseV2_000042364,0,Healthy
eccDNABase_000607966,0,Healthy
CircleBaseV2_003012989,1,Stomach
eccDNABase_000912397,1,Fetal growth restriction
eccDNABase_000678786,0,Healthy
CircleBaseV2_003030745,0,Healthy
eccDNABase_000652779,0,Healthy
CircleBaseV2_001477446,1,Gastric cancer
CircleBaseV2_000043944,0,Healthy
eccDNABase_000094843,1,Lymphoma
eccDNABase_000818398,0,Healthy
CircleBaseV2_002796651,0,Healthy
CircleBaseV2_002855541,0,Healthy
eccDNABase_000886351,0,Healthy
eccDNABase_000614188,0,Healthy
eccDNABase_000889280,0,Healthy
eccDNABase_000910516,0,Healthy
CircleBaseV2_002859195,0,Healthy
eccDNABase_000910101,0,Healthy
eccDNABase_000027513,1,Lymphoma
eccDNABase_000438928,1,Sarcoma
eccDNABase_000015697,1,Lung adenocarcinoma
CircleBaseV2_003055017,1,Glioblastoma cancer
CircleBaseV2_000036923,0,Healthy
eccDNABase_000844098,0,Healthy
CircleBaseV2_002787334,0,Healthy
eccDNABase_000695791,0,Healthy
eccDNABase_000013298,1,Urinary bladder cancer
eccDNABase_000625571,0,Healthy
CircleBaseV2_002793502,0,Healthy
CircleBaseV2_002861358,0,Healthy
CircleBaseV2_003068787,1,Dilated cardiomyopathy
eccDNABase_000908473,0,Healthy
eccDNABase_000705725,0,Healthy
CircleBaseV2_000045953,0,Healthy
eccDNABase_000569153,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000677583,0,Healthy
CircleBaseV2_002884865,0,Healthy
eccDNABase_000658799,0,Healthy
eccDNABase_000539337,1,Coronary artery disease
eccDNABase_000014033,1,Endometrial cancer
eccDNABase_000467763,1,Hiv infectious disease
eccDNABase_000707808,0,Healthy
CircleBaseV2_000035049,1,Cataract
eccDNABase_000016543,1,Lymphoma
eccDNABase_000722489,1,Multiple diseases
eccDNABase_000710072,0,Healthy
eccDNABase_000581205,0,Healthy
eccDNABase_000581246,0,Healthy
eccDNABase_000654174,0,Healthy
CircleBaseV2_000034043,0,Healthy
CircleBaseV2_002994164,1,Primary pulmonary hypertension
eccDNABase_000719922,0,Healthy
CircleBaseV2_002883932,0,Healthy
CircleBaseV2_003067692,1,Dilated cardiomyopathy
eccDNABase_000579827,0,Healthy
eccDNABase_000473693,1,Hiv infectious disease
eccDNABase_000090689,1,Lymphoma
eccDNABase_000843155,0,Healthy
CircleBaseV2_003024521,0,Healthy
eccDNABase_000893804,1,Colorectal adenoma
eccDNABase_000823012,0,Healthy
eccDNABase_000603806,0,Healthy
CircleBaseV2_002440450,1,Gastric cancer
CircleBaseV2_002851058,0,Healthy
eccDNABase_000672904,0,Healthy
eccDNABase_000000742,1,Chronic kidney disease
eccDNABase_000621594,0,Healthy
eccDNABase_000048547,1,Lymphoma
eccDNABase_000008621,1,Hypopharynx cancer
CircleBaseV2_003010837,1,Stomach
eccDNABase_000909117,0,Healthy
eccDNABase_000587130,0,Healthy
eccDNABase_000584248,0,Healthy
eccDNABase_000447316,1,Colon cancer
eccDNABase_000002522,1,Clear cell renal cell carcinoma
CircleBaseV2_000012808,0,Healthy
CircleBaseV2_003054685,1,Glioblastoma cancer
eccDNABase_000789412,0,Healthy
eccDNABase_000819696,0,Healthy
eccDNABase_000402856,1,Ovarian cancer
eccDNABase_000013672,1,Head and neck cancer
eccDNABase_000009057,1,Hypopharynx cancer
CircleBaseV2_000013211,0,Healthy
eccDNABase_000538566,1,Coronary artery disease
CircleBaseV2_002760641,0,Healthy
eccDNABase_000551376,1,Stomach cancer
CircleBaseV2_002996441,1,Stomach
CircleBaseV2_003045044,0,Healthy
eccDNABase_000007563,1,Hypopharynx cancer
eccDNABase_000530300,1,Chordoma
CircleBaseV2_000016051,1,Cataract
eccDNABase_000904114,0,Healthy
CircleBaseV2_002874065,0,Healthy
CircleBaseV2_003069430,0,Healthy
eccDNABase_000626208,0,Healthy
eccDNABase_000538533,1,Coronary artery disease
CircleBaseV2_002840918,0,Healthy
eccDNABase_000480119,1,Hiv infectious disease
eccDNABase_000439133,1,Sarcoma
CircleBaseV2_000036802,0,Healthy
eccDNABase_000815281,0,Healthy
eccDNABase_000553347,1,Stomach cancer
eccDNABase_000439205,1,Sarcoma
eccDNABase_000010935,1,Esophageal cancer
eccDNABase_000013655,1,Sarcoma
CircleBaseV2_000023478,0,Healthy
CircleBaseV2_002841483,0,Healthy
CircleBaseV2_002995375,1,Stomach
eccDNABase_000520890,1,Leukemia
eccDNABase_000570850,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002902344,0,Healthy
eccDNABase_000547271,1,Stomach cancer
CircleBaseV2_002902772,0,Healthy
CircleBaseV2_003026048,0,Healthy
CircleBaseV2_003041990,0,Healthy
eccDNABase_000014088,1,Skin cancer
eccDNABase_000660427,0,Healthy
eccDNABase_000571798,1,Glioblastoma
eccDNABase_000012294,1,Head and neck cancer
eccDNABase_000572496,1,Glioblastoma
CircleBaseV2_000006218,0,Healthy
CircleBaseV2_003055049,1,Glioblastoma cancer
eccDNABase_000612748,0,Healthy
eccDNABase_000325378,1,Prostate cancer
eccDNABase_000249733,1,Prostate cancer
eccDNABase_000002686,1,Clear cell renal cell carcinoma
CircleBaseV2_002747604,1,Gastric cancer
eccDNABase_000522535,1,Melanoma
eccDNABase_000014342,1,Skin cancer
CircleBaseV2_002796081,0,Healthy
CircleBaseV2_002823810,0,Healthy
CircleBaseV2_003054906,1,Glioblastoma cancer
eccDNABase_000676088,0,Healthy
eccDNABase_000439600,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000013912,1,Lower grade glioma cancer
eccDNABase_000637539,0,Healthy
eccDNABase_000652882,0,Healthy
eccDNABase_000081358,1,Cervical adenocarcinoma
eccDNABase_000591593,0,Healthy
eccDNABase_000121043,1,Lymphoma
CircleBaseV2_002833519,0,Healthy
eccDNABase_000597174,0,Healthy
CircleBaseV2_002760276,0,Healthy
CircleBaseV2_002843366,0,Healthy
CircleBaseV2_003031137,0,Healthy
eccDNABase_000118258,1,Lymphoma
CircleBaseV2_003035826,0,Healthy
CircleBaseV2_000660362,1,Gastric cancer
CircleBaseV2_002869537,0,Healthy
CircleBaseV2_002886118,0,Healthy
eccDNABase_000711152,0,Healthy
eccDNABase_000808626,0,Healthy
CircleBaseV2_000048398,0,Healthy
eccDNABase_000320621,1,Prostate cancer
CircleBaseV2_003058678,1,Prostate cancer
CircleBaseV2_000043523,1,Cataract
eccDNABase_000671387,0,Healthy
eccDNABase_000823887,0,Healthy
eccDNABase_000422206,1,Ovarian cancer
CircleBaseV2_002994508,1,Primary pulmonary hypertension
eccDNABase_000010826,1,Breast cancer
CircleBaseV2_002772319,0,Healthy
CircleBaseV2_002892851,0,Healthy
eccDNABase_000913306,1,Fetal growth restriction
CircleBaseV2_002772623,0,Healthy
eccDNABase_000746019,0,Healthy
CircleBaseV2_002812473,0,Healthy
eccDNABase_000569924,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002761125,0,Healthy
eccDNABase_000706155,0,Healthy
eccDNABase_000874450,1,Breast cancer
CircleBaseV2_002839684,0,Healthy
eccDNABase_000702108,0,Healthy
eccDNABase_000650616,0,Healthy
eccDNABase_000579535,0,Healthy
eccDNABase_000447981,1,Colon cancer
eccDNABase_000011621,1,Sarcoma
CircleBaseV2_002773220,0,Healthy
eccDNABase_000123424,1,Cervical adenocarcinoma
CircleBaseV2_002810301,0,Healthy
CircleBaseV2_002800205,0,Healthy
CircleBaseV2_002796041,0,Healthy
eccDNABase_000841689,0,Healthy
CircleBaseV2_003046332,0,Healthy
eccDNABase_000569219,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000538640,1,Coronary artery disease
CircleBaseV2_000027114,0,Healthy
eccDNABase_000445585,0,Healthy
eccDNABase_000808501,0,Healthy
eccDNABase_000004287,1,Primary pulmonary hypertension
eccDNABase_000673794,0,Healthy
eccDNABase_000018311,1,Cervical adenocarcinoma
eccDNABase_000002297,1,Clear cell renal cell carcinoma
eccDNABase_000648189,0,Healthy
CircleBaseV2_000018502,0,Healthy
eccDNABase_000570321,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000753998,1,Multiple diseases
eccDNABase_000570327,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000014987,1,Urinary bladder cancer
eccDNABase_000886367,0,Healthy
eccDNABase_000538672,1,Coronary artery disease
eccDNABase_000008460,1,Hypopharynx cancer
eccDNABase_000894901,1,Esophageal cancer
eccDNABase_000633968,0,Healthy
eccDNABase_000011113,1,Sarcoma
CircleBaseV2_003037786,0,Healthy
eccDNABase_000439833,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_002900342,0,Healthy
eccDNABase_000538444,1,Coronary artery disease
eccDNABase_000828687,0,Healthy
CircleBaseV2_003055181,1,Glioblastoma cancer
CircleBaseV2_003054981,1,Glioblastoma cancer
CircleBaseV2_003055282,1,Breast cancer
eccDNABase_000841797,0,Healthy
CircleBaseV2_000004808,0,Healthy
eccDNABase_000012877,1,Head and neck cancer
eccDNABase_000829188,0,Healthy
CircleBaseV2_002770970,0,Healthy
eccDNABase_000625205,0,Healthy
CircleBaseV2_003044389,0,Healthy
CircleBaseV2_002794855,0,Healthy
CircleBaseV2_002796750,0,Healthy
CircleBaseV2_002866715,0,Healthy
CircleBaseV2_002834672,0,Healthy
eccDNABase_000718899,0,Healthy
eccDNABase_000582658,0,Healthy
CircleBaseV2_002829395,0,Healthy
eccDNABase_000837141,0,Healthy
eccDNABase_000905530,0,Healthy
eccDNABase_000447011,1,Colon cancer
eccDNABase_000806159,0,Healthy
CircleBaseV2_002773035,0,Healthy
CircleBaseV2_003046444,0,Healthy
CircleBaseV2_003054811,1,Glioblastoma cancer
eccDNABase_000538227,1,Coronary artery disease
eccDNABase_000220512,1,Prostate cancer
eccDNABase_000009515,1,Hypopharynx cancer
eccDNABase_000538612,1,Coronary artery disease
eccDNABase_000444528,0,Healthy
eccDNABase_000900477,0,Healthy
CircleBaseV2_003050552,0,Healthy
eccDNABase_000439609,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_002789801,0,Healthy
eccDNABase_000874050,1,Glioblastoma
CircleBaseV2_002512827,1,Gastric cancer
eccDNABase_000013178,1,Esophageal cancer
eccDNABase_000190689,1,Ovarian cancer
CircleBaseV2_002804246,0,Healthy
CircleBaseV2_000020861,0,Healthy
eccDNABase_000570914,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000643381,0,Healthy
eccDNABase_000531961,1,Melanoma
CircleBaseV2_002798540,0,Healthy
eccDNABase_000636522,0,Healthy
CircleBaseV2_002780602,0,Healthy
CircleBaseV2_002837613,0,Healthy
eccDNABase_000667981,0,Healthy
eccDNABase_000589175,0,Healthy
eccDNABase_000660855,0,Healthy
eccDNABase_000909562,0,Healthy
eccDNABase_000719873,0,Healthy
eccDNABase_000608522,0,Healthy
eccDNABase_000143926,1,Ovarian cancer
eccDNABase_000893881,1,Colorectal adenoma
CircleBaseV2_002762291,0,Healthy
eccDNABase_000062588,1,Cervical adenocarcinoma
CircleBaseV2_003054614,1,Glioblastoma cancer
eccDNABase_000014520,1,Head and neck cancer
CircleBaseV2_000041519,0,Healthy
CircleBaseV2_000008182,1,Cataract
eccDNABase_000010800,1,Sarcoma
eccDNABase_000530993,1,Neuroblastoma
eccDNABase_000520091,1,Leukemia
eccDNABase_000014467,1,Urinary bladder cancer
eccDNABase_000480882,1,Hiv infectious disease
CircleBaseV2_002878288,0,Healthy
CircleBaseV2_000053896,0,Healthy
eccDNABase_000579205,0,Healthy
eccDNABase_000665287,0,Healthy
eccDNABase_000566765,1,Stomach cancer
eccDNABase_000542535,1,Stomach cancer
eccDNABase_000710252,0,Healthy
eccDNABase_000907287,0,Healthy
eccDNABase_000121783,1,Lymphoma
CircleBaseV2_000046805,0,Healthy
eccDNABase_000890633,0,Healthy
CircleBaseV2_000035175,0,Healthy
CircleBaseV2_002870387,0,Healthy
CircleBaseV2_002775884,0,Healthy
eccDNABase_000108840,1,Cervical adenocarcinoma
eccDNABase_000893253,1,Colorectal adenoma
eccDNABase_000001647,1,Chronic kidney disease
eccDNABase_000802623,0,Healthy
CircleBaseV2_003054579,1,Glioblastoma cancer
eccDNABase_000827138,0,Healthy
eccDNABase_000907694,0,Healthy
eccDNABase_000491145,1,Hiv infectious disease
CircleBaseV2_003067960,1,Dilated cardiomyopathy
eccDNABase_000530404,1,Chordoma
CircleBaseV2_003048911,0,Healthy
CircleBaseV2_002799170,0,Healthy
eccDNABase_000451367,1,Liver cancer
eccDNABase_000784277,0,Healthy
